品名,日期,销售额
凉豆腐,2015/5/20,4119
凉豆腐,2015/5/21,3485
凉豆腐,2015/5/22,5227
凉豆腐,2015/5/23,4793
凉豆腐,2015/5/24,4970
凉豆腐,2015/5/25,3639
凉豆腐,2015/5/26,3464
凉豆腐,2015/5/27,3992
凉豆腐,2015/5/28,3548
凉豆腐,2015/5/29,5067
凉豆腐,2015/5/30,4850
饺子,2015/3/1,4397
饺子,2015/3/2,3956
饺子,2015/3/3,3562
饺子,2015/3/4,3263
饺子,2015/3/5,3915
饺子,2015/3/6,5027
饺子,2015/3/7,4775
饺子,2015/3/8,4492
饺子,2015/3/9,3823
饺子,2015/3/10,3926
饺子,2015/3/11,3853
饺子,2015/3/12,3332
饺子,2015/3/13,5119
饺子,2015/3/14,4733
饺子,2015/3/15,4217
饺子,2015/3/16,3338
饺子,2015/3/17,3244
饺子,2015/3/18,3828
饺子,2015/3/19,3803
饺子,2015/3/20,5083
饺子,2015/3/21,4557
饺子,2015/3/22,5124
饺子,2015/3/23,3833
饺子,2015/3/24,3807
饺子,2015/3/25,3688
饺子,2015/3/26,3936
饺子,2015/3/27,4680
饺子,2015/3/28,5048
饺子,2015/3/29,4587
饺子,2015/3/30,3562
饺子,2015/3/31,3914
饺子,2015/4/1,3732
饺子,2015/4/2,3253
饺子,2015/4/3,4367
饺子,2015/4/4,4676
饺子,2015/4/5,4611
饺子,2015/4/6,3954
饺子,2015/4/7,3880
饺子,2015/4/8,3489
饺子,2015/4/9,3748
饺子,2015/4/10,5063
饺子,2015/4/11,4845
饺子,2015/4/12,4810
饺子,2015/4/13,3348
饺子,2015/4/14,3673
饺子,2015/4/15,3436
饺子,2015/4/16,3570
饺子,2015/4/17,4420
饺子,2015/4/18,4451
饺子,2015/4/19,4824
饺子,2015/4/20,3580
饺子,2015/4/21,3356
饺子,2015/4/22,3436
饺子,2015/4/23,3753
饺子,2015/4/24,4786
饺子,2015/4/25,4336
饺子,2015/4/26,4278
饺子,2015/4/27,3936
饺子,2015/4/28,3505
饺子,2015/4/29,3728
饺子,2015/4/30,3849
饺子,2015/5/1,4438
饺子,2015/5/2,4245
饺子,2015/5/3,4769
饺子,2015/5/4,3842
饺子,2015/5/5,3501
饺子,2015/5/6,3479
饺子,2015/5/7,3704
饺子,2015/5/8,5109
饺子,2015/5/9,4770
饺子,2015/5/10,4690
饺子,2015/5/11,3352
饺子,2015/5/12,3849
饺子,2015/5/13,3394
饺子,2015/5/14,3722
饺子,2015/5/15,4790
饺子,2015/5/16,4259
饺子,2015/5/17,5101
饺子,2015/5/18,3659
饺子,2015/5/19,3860
饺子,2015/5/20,3613
饺子,2015/5/21,3432
饺子,2015/5/22,4771
饺子,2015/5/23,4957
饺子,2015/5/24,4857
饺子,2015/5/25,3586
饺子,2015/5/26,3575
饺子,2015/5/27,3685
饺子,2015/5/28,3563
饺子,2015/5/29,4776
饺子,2015/5/30,4216
点心,2015/3/1,7072
点心,2015/3/2,4857
点心,2015/3/3,4572
点心,2015/3/4,5316
点心,2015/3/5,4990
点心,2015/3/6,6926
点心,2015/3/7,5840
点心,2015/3/8,6926
点心,2015/3/9,5170
点心,2015/3/10,5217
点心,2015/3/11,5310
点心,2015/3/12,4951
点心,2015/3/13,6983
点心,2015/3/14,6059
点心,2015/3/15,5826
点心,2015/3/16,4768
点心,2015/3/17,5109
点心,2015/3/18,4767
点心,2015/3/19,5390
点心,2015/3/20,6794
点心,2015/3/21,6228
点心,2015/3/22,6411
点心,2015/3/23,4867
点心,2015/3/24,5224
点心,2015/3/25,4936
点心,2015/3/26,4470
点心,2015/3/27,6618
点心,2015/3/28,6094
点心,2015/3/29,6753
点心,2015/3/30,4748
点心,2015/3/31,5352
点心,2015/4/1,5300
点心,2015/4/2,4912
点心,2015/4/3,5883
点心,2015/4/4,6535
点心,2015/4/5,6537
点心,2015/4/6,5439
点心,2015/4/7,4787
点心,2015/4/8,5115
点心,2015/4/9,5384
点心,2015/4/10,6531
点心,2015/4/11,6682
点心,2015/4/12,5907
点心,2015/4/13,5313
点心,2015/4/14,4951
点心,2015/4/15,4676
点心,2015/4/16,4863
点心,2015/4/17,6932
点心,2015/4/18,6429
点心,2015/4/19,6657
点心,2015/4/20,4735
点心,2015/4/21,5264
点心,2015/4/22,4699
点心,2015/4/23,4821
点心,2015/4/24,6095
点心,2015/4/25,6996
点心,2015/4/26,6326
点心,2015/4/27,4591
点心,2015/4/28,5360
点心,2015/4/29,4799
点心,2015/4/30,5299
点心,2015/5/1,5975
点心,2015/5/2,6254
点心,2015/5/3,6107
点心,2015/5/4,4500
点心,2015/5/5,5232
点心,2015/5/6,4652
点心,2015/5/7,4843
点心,2015/5/8,6208
点心,2015/5/9,6566
点心,2015/5/10,6488
点心,2015/5/11,5436
点心,2015/5/12,4706
点心,2015/5/13,5183
点心,2015/5/14,5423
点心,2015/5/15,6510
点心,2015/5/16,6297
点心,2015/5/17,6853
点心,2015/5/18,4566
点心,2015/5/19,4985
点心,2015/5/20,4894
点心,2015/5/21,4726
点心,2015/5/22,5994
点心,2015/5/23,6914
点心,2015/5/24,6515
点心,2015/5/25,5000
点心,2015/5/26,5041
点心,2015/5/27,5176
点心,2015/5/28,5088
点心,2015/5/29,6582
点心,2015/5/30,5859
果盘,2015/3/1,5900
果盘,2015/3/2,4558
果盘,2015/3/3,4595
果盘,2015/3/4,4589
果盘,2015/3/5,4106
果盘,2015/3/6,5332
果盘,2015/3/7,6042
果盘,2015/3/8,6209
果盘,2015/3/9,4163
果盘,2015/3/10,4734
果盘,2015/3/11,4468
果盘,2015/3/12,4918
果盘,2015/3/13,5823
果盘,2015/3/14,5897
果盘,2015/3/15,5682
果盘,2015/3/16,4497
果盘,2015/3/17,4099
果盘,2015/3/18,4514
果盘,2015/3/19,4893
果盘,2015/3/20,5856
果盘,2015/3/21,5751
果盘,2015/3/22,5279
果盘,2015/3/23,4066
果盘,2015/3/24,4074
果盘,2015/3/25,4176
果盘,2015/3/26,4452
果盘,2015/3/27,6180
果盘,2015/3/28,5568
果盘,2015/3/29,6121
果盘,2015/3/30,4500
果盘,2015/3/31,4291
果盘,2015/4/1,4048
果盘,2015/4/2,4631
果盘,2015/4/3,5320
果盘,2015/4/4,6216
果盘,2015/4/5,5399
果盘,2015/4/6,4620
果盘,2015/4/7,4783
果盘,2015/4/8,4263
果盘,2015/4/9,4154
果盘,2015/4/10,6131
果盘,2015/4/11,5489
果盘,2015/4/12,5554
果盘,2015/4/13,4509
果盘,2015/4/14,4457
果盘,2015/4/15,4367
果盘,2015/4/16,4727
果盘,2015/4/17,5892
果盘,2015/4/18,5422
果盘,2015/4/19,6394
果盘,2015/4/20,4251
果盘,2015/4/21,4149
果盘,2015/4/22,4223
果盘,2015/4/23,4372
果盘,2015/4/24,5660
果盘,2015/4/25,5594
果盘,2015/4/26,5293
果盘,2015/4/27,4870
果盘,2015/4/28,4542
果盘,2015/4/29,4230
果盘,2015/4/30,4819
果盘,2015/5/1,5786
果盘,2015/5/2,5873
果盘,2015/5/3,6155
果盘,2015/5/4,4612
果盘,2015/5/5,4162
果盘,2015/5/6,4320
果盘,2015/5/7,4884
果盘,2015/5/8,5461
果盘,2015/5/9,6116
果盘,2015/5/10,5776
果盘,2015/5/11,4159
果盘,2015/5/12,4216
果盘,2015/5/13,4637
果盘,2015/5/14,4156
果盘,2015/5/15,5726
果盘,2015/5/16,5767
果盘,2015/5/17,5967
果盘,2015/5/18,4257
果盘,2015/5/19,4448
果盘,2015/5/20,4180
果盘,2015/5/21,4801
果盘,2015/5/22,5424
果盘,2015/5/23,5344
果盘,2015/5/24,6282
果盘,2015/5/25,4301
果盘,2015/5/26,4706
果盘,2015/5/27,4392
果盘,2015/5/28,4434
果盘,2015/5/29,5428
果盘,2015/5/30,5410
牛奶,2015/3/1,1511
牛奶,2015/3/2,1254
牛奶,2015/3/3,1248
牛奶,2015/3/4,1279
牛奶,2015/3/5,1237
牛奶,2015/3/6,1481
牛奶,2015/3/7,1464
牛奶,2015/3/8,1535
牛奶,2015/3/9,1338
牛奶,2015/3/10,1192
牛奶,2015/3/11,1275
牛奶,2015/3/12,1277
牛奶,2015/3/13,1785
牛奶,2015/3/14,1525
牛奶,2015/3/15,1707
牛奶,2015/3/16,1186
牛奶,2015/3/17,1207
牛奶,2015/3/18,1126
牛奶,2015/3/19,1374
牛奶,2015/3/20,1605
牛奶,2015/3/21,1787
牛奶,2015/3/22,1526
牛奶,2015/3/23,1153
牛奶,2015/3/24,1188
牛奶,2015/3/25,1295
牛奶,2015/3/26,1269
牛奶,2015/3/27,1598
牛奶,2015/3/28,1699
牛奶,2015/3/29,1649
牛奶,2015/3/30,1269
牛奶,2015/3/31,1272
牛奶,2015/4/1,1181
牛奶,2015/4/2,2736
牛奶,2015/4/3,3054
牛奶,2015/4/4,3031
牛奶,2015/4/5,3225
牛奶,2015/4/6,3306
牛奶,2015/4/7,2438
牛奶,2015/4/8,3053
牛奶,2015/4/9,2272
牛奶,2015/4/10,3102
牛奶,2015/4/11,2969
牛奶,2015/4/12,3537
牛奶,2015/4/13,2477
牛奶,2015/4/14,2542
牛奶,2015/4/15,2864
牛奶,2015/4/16,2528
牛奶,2015/4/17,3597
牛奶,2015/4/18,2961
牛奶,2015/4/19,3624
牛奶,2015/4/20,2610
牛奶,2015/4/21,2328
牛奶,2015/4/22,3304
牛奶,2015/4/23,2907
牛奶,2015/4/24,3307
牛奶,2015/4/25,3313
牛奶,2015/4/26,3330
牛奶,2015/4/27,2562
牛奶,2015/4/28,2463
牛奶,2015/4/29,2624
牛奶,2015/4/30,2727
牛奶,2015/5/1,3351
牛奶,2015/5/2,3956
牛奶,2015/5/3,2897
牛奶,2015/5/4,2712
牛奶,2015/5/5,3347
牛奶,2015/5/6,2449
牛奶,2015/5/7,2849
牛奶,2015/5/8,2555
牛奶,2015/5/9,2395
牛奶,2015/5/10,2322
牛奶,2015/5/11,3333
牛奶,2015/5/12,3201
牛奶,2015/5/13,2834
牛奶,2015/5/14,2852
牛奶,2015/5/15,3035
牛奶,2015/5/16,2616
牛奶,2015/5/17,2424
牛奶,2015/5/18,2362
牛奶,2015/5/19,3782
牛奶,2015/5/20,3553
牛奶,2015/5/21,2995
牛奶,2015/5/22,2944
牛奶,2015/5/23,2425
牛奶,2015/5/24,3002
牛奶,2015/5/25,2937
牛奶,2015/5/26,3754
牛奶,2015/5/27,2996
牛奶,2015/5/28,2815
牛奶,2015/5/29,2590
牛奶,2015/5/30,2697
软饮料,2015/3/1,11652
软饮料,2015/3/2,9525
软饮料,2015/3/3,10380
软饮料,2015/3/4,10811
软饮料,2015/3/5,9733
软饮料,2015/3/6,12927
软饮料,2015/3/7,11757
软饮料,2015/3/8,13204
软饮料,2015/3/9,9610
软饮料,2015/3/10,9751
软饮料,2015/3/11,10818
软饮料,2015/3/12,10258
软饮料,2015/3/13,13432
软饮料,2015/3/14,12022
软饮料,2015/3/15,12107
软饮料,2015/3/16,10646
软饮料,2015/3/17,10568
软饮料,2015/3/18,10337
软饮料,2015/3/19,9467
软饮料,2015/3/20,12124
软饮料,2015/3/21,12855
软饮料,2015/3/22,12926
软饮料,2015/3/23,9345
软饮料,2015/3/24,10421
软饮料,2015/3/25,8959
软饮料,2015/3/26,10319
软饮料,2015/3/27,13747
软饮料,2015/3/28,13979
软饮料,2015/3/29,13287
软饮料,2015/3/30,9444
软饮料,2015/3/31,9342
软饮料,2015/4/1,10628
软饮料,2015/4/2,8959
软饮料,2015/4/3,13771
软饮料,2015/4/4,12932
软饮料,2015/4/5,12704
软饮料,2015/4/6,10754
软饮料,2015/4/7,9236
软饮料,2015/4/8,9660
软饮料,2015/4/9,9183
软饮料,2015/4/10,11968
软饮料,2015/4/11,13324
软饮料,2015/4/12,13030
软饮料,2015/4/13,9844
软饮料,2015/4/14,10516
软饮料,2015/4/15,10816
软饮料,2015/4/16,9931
软饮料,2015/4/17,13394
软饮料,2015/4/18,12049
软饮料,2015/4/19,12497
软饮料,2015/4/20,9009
软饮料,2015/4/21,9212
软饮料,2015/4/22,9107
软饮料,2015/4/23,9465
软饮料,2015/4/24,12580
软饮料,2015/4/25,13215
软饮料,2015/4/26,13403
软饮料,2015/4/27,9556
软饮料,2015/4/28,10821
软饮料,2015/4/29,10289
软饮料,2015/4/30,9229
软饮料,2015/5/1,12533
软饮料,2015/5/2,12361
软饮料,2015/5/3,12762
软饮料,2015/5/4,10540
软饮料,2015/5/5,9370
软饮料,2015/5/6,9707
软饮料,2015/5/7,10834
软饮料,2015/5/8,11903
软饮料,2015/5/9,13205
软饮料,2015/5/10,13395
软饮料,2015/5/11,10081
软饮料,2015/5/12,10883
软饮料,2015/5/13,9000
软饮料,2015/5/14,10870
软饮料,2015/5/15,13501
软饮料,2015/5/16,12707
软饮料,2015/5/17,11977
软饮料,2015/5/18,9799
软饮料,2015/5/19,9279
软饮料,2015/5/20,9755
软饮料,2015/5/21,10535
软饮料,2015/5/22,11713
软饮料,2015/5/23,12421
软饮料,2015/5/24,13751
软饮料,2015/5/25,8990
软饮料,2015/5/26,10478
软饮料,2015/5/27,10814
软饮料,2015/5/28,10219
软饮料,2015/5/29,11605
软饮料,2015/5/30,12782
浓厚牛奶,2015/3/1,787
浓厚牛奶,2015/3/2,525
浓厚牛奶,2015/3/3,620
浓厚牛奶,2015/3/4,609
浓厚牛奶,2015/3/5,553
浓厚牛奶,2015/3/6,791
浓厚牛奶,2015/3/7,780
浓厚牛奶,2015/3/8,705
浓厚牛奶,2015/3/9,600
浓厚牛奶,2015/3/10,630
浓厚牛奶,2015/3/11,621
浓厚牛奶,2015/3/12,613
浓厚牛奶,2015/3/13,782
浓厚牛奶,2015/3/14,768
浓厚牛奶,2015/3/15,739
浓厚牛奶,2015/3/16,537
浓厚牛奶,2015/3/17,617
浓厚牛奶,2015/3/18,605
浓厚牛奶,2015/3/19,613
浓厚牛奶,2015/3/20,681
浓厚牛奶,2015/3/21,705
浓厚牛奶,2015/3/22,769
浓厚牛奶,2015/3/23,531
浓厚牛奶,2015/3/24,604
浓厚牛奶,2015/3/25,587
浓厚牛奶,2015/3/26,555
浓厚牛奶,2015/3/27,738
浓厚牛奶,2015/3/28,780
浓厚牛奶,2015/3/29,703
浓厚牛奶,2015/3/30,535
浓厚牛奶,2015/3/31,584
浓厚牛奶,2015/4/1,534
浓厚牛奶,2015/4/2,533
浓厚牛奶,2015/4/3,775
浓厚牛奶,2015/4/4,764
浓厚牛奶,2015/4/5,725
浓厚牛奶,2015/4/6,553
浓厚牛奶,2015/4/7,595
浓厚牛奶,2015/4/8,618
浓厚牛奶,2015/4/9,528
浓厚牛奶,2015/4/10,828
浓厚牛奶,2015/4/11,682
浓厚牛奶,2015/4/12,706
浓厚牛奶,2015/4/13,560
浓厚牛奶,2015/4/14,621
浓厚牛奶,2015/4/15,543
浓厚牛奶,2015/4/16,614
浓厚牛奶,2015/4/17,808
浓厚牛奶,2015/4/18,750
浓厚牛奶,2015/4/19,776
浓厚牛奶,2015/4/20,560
浓厚牛奶,2015/4/21,576
浓厚牛奶,2015/4/22,631
浓厚牛奶,2015/4/23,550
浓厚牛奶,2015/4/24,682
浓厚牛奶,2015/4/25,824
浓厚牛奶,2015/4/26,718
浓厚牛奶,2015/4/27,598
浓厚牛奶,2015/4/28,531
浓厚牛奶,2015/4/29,634
浓厚牛奶,2015/4/30,629
浓厚牛奶,2015/5/1,810
浓厚牛奶,2015/5/2,743
浓厚牛奶,2015/5/3,796
浓厚牛奶,2015/5/4,557
浓厚牛奶,2015/5/5,556
浓厚牛奶,2015/5/6,638
浓厚牛奶,2015/5/7,636
浓厚牛奶,2015/5/8,751
浓厚牛奶,2015/5/9,794
浓厚牛奶,2015/5/10,728
浓厚牛奶,2015/5/11,549
浓厚牛奶,2015/5/12,594
浓厚牛奶,2015/5/13,561
浓厚牛奶,2015/5/14,529
浓厚牛奶,2015/5/15,827
浓厚牛奶,2015/5/16,782
浓厚牛奶,2015/5/17,809
浓厚牛奶,2015/5/18,576
浓厚牛奶,2015/5/19,537
浓厚牛奶,2015/5/20,601
浓厚牛奶,2015/5/21,524
浓厚牛奶,2015/5/22,703
浓厚牛奶,2015/5/23,814
浓厚牛奶,2015/5/24,702
浓厚牛奶,2015/5/25,552
浓厚牛奶,2015/5/26,550
浓厚牛奶,2015/5/27,558
浓厚牛奶,2015/5/28,548
浓厚牛奶,2015/5/29,683
浓厚牛奶,2015/5/30,815
鸡尾酒,2015/3/1,18737
鸡尾酒,2015/3/2,14369
鸡尾酒,2015/3/3,13077
鸡尾酒,2015/3/4,13035
鸡尾酒,2015/3/5,12012
鸡尾酒,2015/3/6,16679
鸡尾酒,2015/3/7,18521
鸡尾酒,2015/3/8,16717
鸡尾酒,2015/3/9,13209
鸡尾酒,2015/3/10,13273
鸡尾酒,2015/3/11,12330
鸡尾酒,2015/3/12,13302
鸡尾酒,2015/3/13,15823
鸡尾酒,2015/3/14,17552
鸡尾酒,2015/3/15,17314
鸡尾酒,2015/3/16,12481
鸡尾酒,2015/3/17,14260
鸡尾酒,2015/3/18,12404
鸡尾酒,2015/3/19,12994
鸡尾酒,2015/3/20,18479
鸡尾酒,2015/3/21,16262
鸡尾酒,2015/3/22,16445
鸡尾酒,2015/3/23,14194
鸡尾酒,2015/3/24,13514
鸡尾酒,2015/3/25,14143
鸡尾酒,2015/3/26,13140
鸡尾酒,2015/3/27,18513
鸡尾酒,2015/3/28,16024
鸡尾酒,2015/3/29,17576
鸡尾酒,2015/3/30,13788
鸡尾酒,2015/3/31,12382
鸡尾酒,2015/4/1,13381
鸡尾酒,2015/4/2,13653
鸡尾酒,2015/4/3,18599
鸡尾酒,2015/4/4,16561
鸡尾酒,2015/4/5,17320
鸡尾酒,2015/4/6,11893
鸡尾酒,2015/4/7,12857
鸡尾酒,2015/4/8,13563
鸡尾酒,2015/4/9,13489
鸡尾酒,2015/4/10,18252
鸡尾酒,2015/4/11,15849
鸡尾酒,2015/4/12,17721
鸡尾酒,2015/4/13,12412
鸡尾酒,2015/4/14,13429
鸡尾酒,2015/4/15,13715
鸡尾酒,2015/4/16,13275
鸡尾酒,2015/4/17,16712
鸡尾酒,2015/4/18,17841
鸡尾酒,2015/4/19,17070
鸡尾酒,2015/4/20,12489
鸡尾酒,2015/4/21,13079
鸡尾酒,2015/4/22,12089
鸡尾酒,2015/4/23,12560
鸡尾酒,2015/4/24,17346
鸡尾酒,2015/4/25,15519
鸡尾酒,2015/4/26,16169
鸡尾酒,2015/4/27,13560
鸡尾酒,2015/4/28,13773
鸡尾酒,2015/4/29,13931
鸡尾酒,2015/4/30,12073
鸡尾酒,2015/5/1,15783
鸡尾酒,2015/5/2,18692
鸡尾酒,2015/5/3,18639
鸡尾酒,2015/5/4,14313
鸡尾酒,2015/5/5,13596
鸡尾酒,2015/5/6,12293
鸡尾酒,2015/5/7,14283
鸡尾酒,2015/5/8,18609
鸡尾酒,2015/5/9,16025
鸡尾酒,2015/5/10,15696
鸡尾酒,2015/5/11,13375
鸡尾酒,2015/5/12,12845
鸡尾酒,2015/5/13,13095
鸡尾酒,2015/5/14,13107
鸡尾酒,2015/5/15,18117
鸡尾酒,2015/5/16,18271
鸡尾酒,2015/5/17,16413
鸡尾酒,2015/5/18,13807
鸡尾酒,2015/5/19,13189
鸡尾酒,2015/5/20,12055
鸡尾酒,2015/5/21,11979
鸡尾酒,2015/5/22,16259
鸡尾酒,2015/5/23,16194
鸡尾酒,2015/5/24,16894
鸡尾酒,2015/5/25,13331
鸡尾酒,2015/5/26,13764
鸡尾酒,2015/5/27,12514
鸡尾酒,2015/5/28,14245
鸡尾酒,2015/5/29,17100
鸡尾酒,2015/5/30,16346
啤酒,2015/3/1,28948
啤酒,2015/3/2,23859
啤酒,2015/3/3,24154
啤酒,2015/3/4,23430
啤酒,2015/3/5,24850
啤酒,2015/3/6,29485
啤酒,2015/3/7,28261
啤酒,2015/3/8,29855
啤酒,2015/3/9,22543
啤酒,2015/3/10,21934
啤酒,2015/3/11,25064
啤酒,2015/3/12,22944
啤酒,2015/3/13,27111
啤酒,2015/3/14,32692
啤酒,2015/3/15,29277
啤酒,2015/3/16,20827
啤酒,2015/3/17,25320
啤酒,2015/3/18,22534
啤酒,2015/3/19,25345
啤酒,2015/3/20,27866
啤酒,2015/3/21,30404
啤酒,2015/3/22,31798
啤酒,2015/3/23,21686
啤酒,2015/3/24,24073
啤酒,2015/3/25,23404
啤酒,2015/3/26,20837
啤酒,2015/3/27,28570
啤酒,2015/3/28,29856
啤酒,2015/3/29,32594
啤酒,2015/3/30,25388
啤酒,2015/3/31,21760
啤酒,2015/4/1,23309
啤酒,2015/4/2,23772
啤酒,2015/4/3,32439
啤酒,2015/4/4,31425
啤酒,2015/4/5,30689
啤酒,2015/4/6,21827
啤酒,2015/4/7,25023
啤酒,2015/4/8,24499
啤酒,2015/4/9,22233
啤酒,2015/4/10,28392
啤酒,2015/4/11,30977
啤酒,2015/4/12,31446
啤酒,2015/4/13,22939
啤酒,2015/4/14,24780
啤酒,2015/4/15,23909
啤酒,2015/4/16,21536
啤酒,2015/4/17,27100
啤酒,2015/4/18,32229
啤酒,2015/4/19,27632
啤酒,2015/4/20,22233
啤酒,2015/4/21,22797
啤酒,2015/4/22,23635
啤酒,2015/4/23,22357
啤酒,2015/4/24,30510
啤酒,2015/4/25,32010
啤酒,2015/4/26,29037
啤酒,2015/4/27,22555
啤酒,2015/4/28,23588
啤酒,2015/4/29,23080
啤酒,2015/4/30,21295
啤酒,2015/5/1,32108
啤酒,2015/5/2,29705
啤酒,2015/5/3,31534
啤酒,2015/5/4,24465
啤酒,2015/5/5,22595
啤酒,2015/5/6,20859
啤酒,2015/5/7,24225
啤酒,2015/5/8,27438
啤酒,2015/5/9,30222
啤酒,2015/5/10,27764
啤酒,2015/5/11,23912
啤酒,2015/5/12,21049
啤酒,2015/5/13,24477
啤酒,2015/5/14,23851
啤酒,2015/5/15,28494
啤酒,2015/5/16,27990
啤酒,2015/5/17,27375
啤酒,2015/5/18,20860
啤酒,2015/5/19,24640
啤酒,2015/5/20,22000
啤酒,2015/5/21,21046
啤酒,2015/5/22,29117
啤酒,2015/5/23,30512
啤酒,2015/5/24,31857
啤酒,2015/5/25,22362
啤酒,2015/5/26,21413
啤酒,2015/5/27,24364
啤酒,2015/5/28,24843
啤酒,2015/5/29,32961
啤酒,2015/5/30,30960
甜香酒,2015/3/1,22063
甜香酒,2015/3/2,18355
甜香酒,2015/3/3,17674
甜香酒,2015/3/4,16768
甜香酒,2015/3/5,18229
甜香酒,2015/3/6,25408
甜香酒,2015/3/7,21809
甜香酒,2015/3/8,22902
甜香酒,2015/3/9,17277
甜香酒,2015/3/10,16186
甜香酒,2015/3/11,16419
甜香酒,2015/3/12,17562
甜香酒,2015/3/13,21104
甜香酒,2015/3/14,21008
甜香酒,2015/3/15,21690
甜香酒,2015/3/16,17415
甜香酒,2015/3/17,18165
甜香酒,2015/3/18,17266
甜香酒,2015/3/19,17831
甜香酒,2015/3/20,24376
甜香酒,2015/3/21,21669
甜香酒,2015/3/22,24800
甜香酒,2015/3/23,17208
甜香酒,2015/3/24,16900
甜香酒,2015/3/25,17172
甜香酒,2015/3/26,18885
甜香酒,2015/3/27,22066
甜香酒,2015/3/28,25167
甜香酒,2015/3/29,21573
甜香酒,2015/3/30,16838
甜香酒,2015/3/31,18300
甜香酒,2015/4/1,16983
甜香酒,2015/4/2,18590
甜香酒,2015/4/3,24330
甜香酒,2015/4/4,22102
甜香酒,2015/4/5,23542
甜香酒,2015/4/6,19334
甜香酒,2015/4/7,18594
甜香酒,2015/4/8,19079
甜香酒,2015/4/9,19349
甜香酒,2015/4/10,22252
甜香酒,2015/4/11,23904
甜香酒,2015/4/12,21542
甜香酒,2015/4/13,19112
甜香酒,2015/4/14,18443
甜香酒,2015/4/15,18683
甜香酒,2015/4/16,17189
甜香酒,2015/4/17,23983
甜香酒,2015/4/18,23037
甜香酒,2015/4/19,23902
甜香酒,2015/4/20,18870
甜香酒,2015/4/21,19284
甜香酒,2015/4/22,17948
甜香酒,2015/4/23,16629
甜香酒,2015/4/24,22136
甜香酒,2015/4/25,21509
甜香酒,2015/4/26,21987
甜香酒,2015/4/27,18646
甜香酒,2015/4/28,18304
甜香酒,2015/4/29,17680
甜香酒,2015/4/30,18329
甜香酒,2015/5/1,23342
甜香酒,2015/5/2,22417
甜香酒,2015/5/3,24461
甜香酒,2015/5/4,18332
甜香酒,2015/5/5,18829
甜香酒,2015/5/6,16703
甜香酒,2015/5/7,17480
甜香酒,2015/5/8,25352
甜香酒,2015/5/9,22636
甜香酒,2015/5/10,21244
甜香酒,2015/5/11,17955
甜香酒,2015/5/12,19456
甜香酒,2015/5/13,19121
甜香酒,2015/5/14,18026
甜香酒,2015/5/15,23971
甜香酒,2015/5/16,23207
甜香酒,2015/5/17,25173
甜香酒,2015/5/18,16393
甜香酒,2015/5/19,17839
甜香酒,2015/5/20,18858
甜香酒,2015/5/21,19170
甜香酒,2015/5/22,25069
甜香酒,2015/5/23,24650
甜香酒,2015/5/24,21598
甜香酒,2015/5/25,18670
甜香酒,2015/5/26,18776
甜香酒,2015/5/27,18424
甜香酒,2015/5/28,19307
甜香酒,2015/5/29,22693
甜香酒,2015/5/30,25326
葡萄酒,2015/3/1,4962
葡萄酒,2015/3/2,3615
葡萄酒,2015/3/3,3920
葡萄酒,2015/3/4,3585
葡萄酒,2015/3/5,3865
葡萄酒,2015/3/6,4918
葡萄酒,2015/3/7,5333
葡萄酒,2015/3/8,5068
葡萄酒,2015/3/9,3816
葡萄酒,2015/3/10,3613
葡萄酒,2015/3/11,3828
葡萄酒,2015/3/12,3644
葡萄酒,2015/3/13,4819
葡萄酒,2015/3/14,5372
葡萄酒,2015/3/15,4950
葡萄酒,2015/3/16,3799
葡萄酒,2015/3/17,3829
葡萄酒,2015/3/18,4107
葡萄酒,2015/3/19,3473
葡萄酒,2015/3/20,4814
葡萄酒,2015/3/21,4591
葡萄酒,2015/3/22,5328
葡萄酒,2015/3/23,3828
葡萄酒,2015/3/24,3875
葡萄酒,2015/3/25,3769
葡萄酒,2015/3/26,3815
葡萄酒,2015/3/27,4620
葡萄酒,2015/3/28,4536
葡萄酒,2015/3/29,4528
葡萄酒,2015/3/30,3525
葡萄酒,2015/3/31,3743
葡萄酒,2015/4/1,4051
葡萄酒,2015/4/2,4037
葡萄酒,2015/4/3,4602
葡萄酒,2015/4/4,5467
葡萄酒,2015/4/5,4648
葡萄酒,2015/4/6,3838
葡萄酒,2015/4/7,3900
葡萄酒,2015/4/8,4183
葡萄酒,2015/4/9,4096
葡萄酒,2015/4/10,5038
葡萄酒,2015/4/11,4889
葡萄酒,2015/4/12,5051
葡萄酒,2015/4/13,4078
葡萄酒,2015/4/14,3948
葡萄酒,2015/4/15,3545
葡萄酒,2015/4/16,3613
葡萄酒,2015/4/17,5347
葡萄酒,2015/4/18,4984
葡萄酒,2015/4/19,5283
葡萄酒,2015/4/20,4095
葡萄酒,2015/4/21,3694
葡萄酒,2015/4/22,3640
葡萄酒,2015/4/23,3943
葡萄酒,2015/4/24,4879
葡萄酒,2015/4/25,5391
葡萄酒,2015/4/26,4630
葡萄酒,2015/4/27,3587
葡萄酒,2015/4/28,3957
葡萄酒,2015/4/29,3608
葡萄酒,2015/4/30,3977
葡萄酒,2015/5/1,5017
葡萄酒,2015/5/2,5247
葡萄酒,2015/5/3,4841
葡萄酒,2015/5/4,3551
葡萄酒,2015/5/5,3775
葡萄酒,2015/5/6,3883
葡萄酒,2015/5/7,4035
葡萄酒,2015/5/8,4677
葡萄酒,2015/5/9,5092
葡萄酒,2015/5/10,5005
葡萄酒,2015/5/11,4186
葡萄酒,2015/5/12,4166
